MAS: Financial Database - Domestic Interest Rates Exchange Rates;;;;MAS: Financial Database - Exchange Rates;;;;;
;;;;;;;;;
Domestic Interest Rates (Daily) Exchange Rates (Daily);;;;Exchange Rates (Daily);;;;;
Mar 2000 to May 2024;;;;Mar 2000 to May 2024;;;;;
;;;;;;;;;
;;;;;;;;;
End of Period / SORA Value Date;Month;Date;Interbank 1-Week;Year;Month;Day;S$ Per Unit of US Dollar;tasa_EEUU;riesgo_MALASIA
;;;;;;26;13.594;;
;;;;;;27;13.596;;
;;;;;;28;13.595;;
;;;;;;29;13.632;;
;;;;;;30;13.637;;
;;;;;Nov;2;13.672;;
;;;;;;3;13.640;;
;;;;;;4;13.670;;
;;;;;;5;13.579;;
;;;;;;6;13.503;;
;;;;;;9;13.440;;
;;;;;;10;13.462;;
;;;;;;11;13.461;;
;;;;;;12;13.490;;
;;;;;;13;13.501;;
;;;;;;16;13.457;;
;;;;;;17;13.446;;
;;;;;;18;13.427;;
;;;;;;19;13.436;;
;;;;;;20;13.435;;
;;;;;;23;13.422;;
;;;;;;24;13.438;;
;;;;;;25;13.418;;
;;;;;;26;13.388;;
;;;;;;27;13.385;;
;;;;;;30;13.373;;
;;;;;Dec;1;13.392;;
;;;;;;2;13.364;;
;;;;;;3;13.372;;
;;;;;;4;13.334;;
;;;;;;7;13.342;;
;;;;;;8;13.367;;
;;;;;;9;13.352;;
;;;;;;10;13.370;;
;;;;;;11;13.338;;
;;;;;;14;13.344;;
;;;;;;15;13.361;;
;;;;;;16;13.316;;
;;;;;;17;13.276;;
;;;;;;18;13.264;;
;;;;;;21;13.328;;
;;;;;;22;13.350;;
;;;;;;23;13.352;;
;;;;;;24;13.291;;
;;;;;;28;13.271;;
;;;;;;29;13.288;;
;;;;;;30;13.246;;
;;;;;;31;13.221;;
;;;;;;;;;
;;;;* Yearly; monthly and weekly figures are end period values,;;;;
;;;;* Daily figures are values as of noon,;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;End of Period;;;S$ Per Unit of US Dollar;;
;;;;2021;Jan;4;13.174;;
;;;;;;5;13.188;;
;;;;;;6;13.194;;
;;;;;;7;13.187;;
;;;;;;8;13.255;;
;;;;;;11;13.306;;
;;;;;;12;13.311;;
;;;;;;13;13.232;;
;;;;;;14;13.272;;
;;;;;;15;13.257;;
;;;;;;18;13.314;;
;;;;;;19;13.291;;
;;;;;;20;13.261;;
;;;;;;21;13.238;;
;;;;;;22;13.244;;
;;;;;;25;13.263;;
;;;;;;26;13.271;;
;;;;;;27;13.258;;
;;;;;;28;13.317;;
;;;;;;29;13.315;;
;;;;;Feb;1;13.297;;
;;;;;;2;13.309;;
;;;;;;3;13.319;;
;;;;;;4;13.347;;
;;;;;;5;13.388;;
;;;;;;8;13.336;;
;;;;;;9;13.301;;
;;;;;;10;13.259;;
;;;;;;11;13.256;;
;;;;;;15;13.226;;
;;;;;;16;13.219;;
;;;;;;17;13.284;;
;;;;;;18;13.282;;
;;;;;;19;13.283;;
;;;;;;22;13.237;;
;;;;;;23;13.205;;
;;;;;;24;13.199;;
;;;;;;25;13.188;;
;;;;;;26;13.279;;
;;;;;Mar;1;13.301;;
;;;;;;2;13.314;;
;;;;;;3;13.296;;
;;;;;;4;13.329;;
;;;;;;5;13.372;;
;;;;;;8;13.452;;
;;;;;;9;13.488;;
;;;;;;10;13.474;;
;;;;;;11;13.430;;
;;;;;;12;13.420;;
;;;;;;15;13.456;;
;;;;;;16;13.442;;
;;;;;;17;13.468;;
;;;;;;18;13.417;;
;;;;;;19;13.440;;
;;;;;;22;13.428;;
;;;;;;23;13.406;;
;;;;;;24;13.457;;
;;;;;;25;13.467;;
;;;;;;26;13.476;;
;;;;;;29;13.465;;
;;;;;;30;13.478;;
;;;;;;31;13.472;;
;;;;;Apr;1;13.464;;
;;;;;;5;13.456;;
;;;;;;6;13.411;;
;;;;;;7;13.385;;
;;;;;;8;13.407;;
;;;;;;9;13.397;;
;;;;;;12;13.421;;
;;;;;;13;13.427;;
;;;;;;14;13.376;;
;;;;;;15;13.374;;
;;;;;;16;13.356;;
;;;;;;19;13.331;;
;;;;;;20;13.265;;
;;;;;;21;13.293;;
;;;;;;22;13.275;;
;;;;;;23;13.292;;
;;;;;;26;13.252;;
;;;;;;27;13.267;;
;;;;;;28;13.268;;
;;;;;;29;13.250;;
;;;;;;30;13.263;;
;;;;;May;3;13.318;;
;;;;;;4;13.323;;
;;;;;;5;13.345;;
;;;;;;6;13.370;;
;;;;;;7;13.327;;
;;;;;;10;13.262;;
;;;;;;11;13.266;;
;;;;;;12;13.293;;
;;;;;;14;13.352;;
;;;;;;17;13.355;;
;;;;;;18;13.324;;
;;;;;;19;13.304;;
;;;;;;20;13.335;;
;;;;;;21;13.315;;
;;;;;;24;13.306;;
;;;;;;25;13.272;;
;;;;;;27;13.242;;
;;;;;;28;13.235;;
;;;;;;31;13.228;;
;;;;;Jun;1;13.195;;
;;;;;;2;13.222;;
;;;;;;3;13.224;;
;;;;;;4;13.276;;
;;;;;;7;13.243;;
;;;;;;8;13.235;;
;;;;;;9;13.239;;
;;;;;;10;13.241;;
;;;;;;11;13.221;;
;;;;;;14;13.267;;
;;;;;;15;13.265;;
;;;;;;16;13.278;;
;;;;;;17;13.366;;
;;;;;;18;13.407;;
;;;;;;21;13.470;;
;;;;;;22;13.455;;
;;;;;;23;13.461;;
;;;;;;24;13.459;;
;;;;;;25;13.424;;
;;;;;;28;13.442;;
;;;;;;29;13.435;;
;;;;;;30;13.444;;
;;;;;Jul;1;13.463;;
;;;;;;2;13.500;;
;;;;;;5;13.466;;
;;;;;;6;13.442;;
;;;;;;7;13.476;;
;;;;;;8;13.524;;
;;;;;;9;13.537;;
;;;;;;12;13.518;;
;;;;;;13;13.504;;
;;;;;;14;13.553;;
;;;;;;15;13.536;;
;;;;;;16;13.546;;
;;;;;;19;13.577;;
;;;;;;21;13.671;;
;;;;;;22;13.622;;
;;;;;;23;13.597;;
;;;;;;26;13.609;;
;;;;;;27;13.580;;
;;;;;;28;13.600;;
;;;;;;29;13.551;;
;;;;;;30;13.534;;
;;;;;Aug;2;13.534;;
;;;;;;3;13.519;;
;;;;;;4;13.493;;
;;;;;;5;13.512;;
;;;;;;6;13.515;;
;;;;;;10;13.569;;
;;;;;;11;13.597;;
;;;;;;12;13.567;;
;;;;;;13;13.584;;
;;;;;;16;13.562;;
;;;;;;17;13.576;;
;;;;;;18;13.604;;
;;;;;;19;13.643;;
;;;;;;20;13.637;;
;;;;;;23;13.601;;
;;;;;;24;13.568;;
;;;;;;25;13.551;;
;;;;;;26;13.536;;
;;;;;;27;13.527;;
;;;;;;30;13.469;;
;;;;;;31;13.445;;
;;;;;Sep;1;13.449;;
;;;;;;2;13.453;;
;;;;;;3;13.429;;
;;;;;;6;13.422;;
;;;;;;7;13.416;;
;;;;;;8;13.459;;
;;;;;;9;13.459;;
;;;;;;10;13.403;;
;;;;;;13;13.425;;
;;;;;;14;13.428;;
;;;;;;15;13.433;;
;;;;;;16;13.415;;
;;;;;;17;13.459;;
;;;;;;20;13.517;;
;;;;;;21;13.511;;
;;;;;;22;13.527;;
;;;;;;23;13.516;;
;;;;;;24;13.500;;
;;;;;;27;13.523;;
;;;;;;28;13.539;;
;;;;;;29;13.576;;
;;;;;;30;13.611;;
;;;;;Oct;1;13.603;;
;;;;;;4;13.574;;
;;;;;;5;13.584;;
;;;;;;6;13.576;;
;;;;;;7;13.585;;
;;;;;;8;13.584;;
;;;;;;11;13.546;;
;;;;;;12;13.561;;
;;;;;;13;13.546;;
;;;;;;14;13.497;;
;;;;;;15;13.485;;
;;;;;;18;13.502;;
;;;;;;19;13.455;;
;;;;;;20;13.436;;
;;;;;;21;13.424;;
;;;;;;22;13.454;;
;;;;;;25;13.445;;
;;;;;;26;13.469;;
;;;;;;27;13.484;;
;;;;;;28;13.477;;
;;;;;;29;13.444;;
;;;;;Nov;1;13.498;;
;;;;;;2;13.476;;
;;;;;;3;13.492;;
;;;;;;5;13.521;;
;;;;;;8;13.510;;
;;;;;;9;13.471;;
;;;;;;10;13.476;;
;;;;;;11;13.549;;
;;;;;;12;13.559;;
;;;;;;15;13.520;;
;;;;;;16;13.524;;
;;;;;;17;13.593;;
;;;;;;18;13.564;;
;;;;;;19;13.576;;
;;;;;;22;13.619;;
;;;;;;23;13.663;;
;;;;;;24;13.667;;
;;;;;;25;13.686;;
;;;;;;26;13.709;;
;;;;;;29;13.702;;
;;;;;;30;13.686;;
;;;;;Dec;1;13.642;;
;;;;;;2;13.653;;
;;;;;;3;13.697;;
;;;;;;6;13.691;;
;;;;;;7;13.677;;
;;;;;;8;13.636;;
;;;;;;9;13.633;;
;;;;;;10;13.658;;
;;;;;;13;13.653;;
;;;;;;14;13.690;;
;;;;;;15;13.698;;
;;;;;;16;13.667;;
;;;;;;17;13.652;;
;;;;;;20;13.675;;
;;;;;;21;13.660;;
;;;;;;22;13.649;;
;;;;;;23;13.615;;
;;;;;;24;13.590;;
;;;;;;27;13.564;;
;;;;;;28;13.559;;
;;;;;;29;13.541;;
;;;;;;30;13.518;;
;;;;;;31;13.517;;
;;;;;;;;;
;;;;* Yearly; monthly and weekly figures are end period values,;;;;
;;;;* Daily figures are values as of noon,;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;End of Period;;;S$ Per Unit of US Dollar;;
;;;;2022;Jan;3;13.510;;
;;;;;;4;13.548;;
;;;;;;5;13.557;;
;;;;;;6;13.584;;
;;;;;;7;13.588;;
;;;;;;10;13.556;;
;;;;;;11;13.543;;
;;;;;;12;13.506;;
;;;;;;13;13.463;;
;;;;;;14;13.455;;
;;;;;;17;13.488;;
;;;;;;18;13.488;;
;;;;;;19;13.509;;
;;;;;;20;13.469;;
;;;;;;21;13.462;;
;;;;;;24;13.448;;
;;;;;;25;13.431;;
;;;;;;26;13.438;;
;;;;;;27;13.504;;
;;;;;;28;13.529;;
;;;;;;31;13.557;;
;;;;;Feb;3;13.473;;
;;;;;;4;13.431;;
;;;;;;7;13.464;;
;;;;;;8;13.438;;
;;;;;;9;13.440;;
;;;;;;10;13.431;;
;;;;;;11;13.444;;
;;;;;;14;13.470;;
;;;;;;15;13.467;;
;;;;;;16;13.459;;
;;;;;;17;13.448;;
;;;;;;18;13.432;;
;;;;;;21;13.447;;
;;;;;;22;13.478;;
;;;;;;23;13.452;;
;;;;;;24;13.516;;
;;;;;;25;13.522;;
;;;;;;28;13.597;;
;;;;;Mar;1;13.566;;
;;;;;;2;13.582;;
;;;;;;3;13.563;;
;;;;;;4;13.590;;
;;;;;;7;13.634;;
;;;;;;8;13.628;;
;;;;;;9;13.653;;
;;;;;;10;13.583;;
;;;;;;11;13.594;;
;;;;;;14;13.662;;
;;;;;;15;13.666;;
;;;;;;16;13.644;;
;;;;;;17;13.577;;
;;;;;;18;13.557;;
;;;;;;21;13.560;;
;;;;;;22;13.583;;
;;;;;;23;13.568;;
;;;;;;24;13.580;;
;;;;;;25;13.565;;
;;;;;;28;13.606;;
;;;;;;29;13.609;;
;;;;;;30;13.546;;
;;;;;;31;13.534;;
;;;;;Apr;1;13.566;;
;;;;;;4;13.572;;
;;;;;;5;13.567;;
;;;;;;6;13.606;;
;;;;;;7;13.602;;
;;;;;;8;13.632;;
;;;;;;11;13.658;;
;;;;;;12;13.653;;
;;;;;;13;13.637;;
;;;;;;14;13.529;;
;;;;;;18;13.594;;
;;;;;;19;13.642;;
;;;;;;20;13.651;;
;;;;;;21;13.658;;
;;;;;;22;13.642;;
;;;;;;25;13.741;;
;;;;;;26;13.716;;
;;;;;;27;13.770;;
;;;;;;28;13.846;;
;;;;;;29;13.848;;
;;;;;May;4;13.841;;
;;;;;;5;13.735;;
;;;;;;6;13.853;;
;;;;;;9;13.910;;
;;;;;;10;13.884;;
;;;;;;11;13.889;;
;;;;;;12;13.913;;
;;;;;;13;13.948;;
;;;;;;17;13.908;;
;;;;;;18;13.877;;
;;;;;;19;13.870;;
;;;;;;20;13.811;;
;;;;;;23;13.752;;
;;;;;;24;13.743;;
;;;;;;25;13.726;;
;;;;;;26;13.745;;
;;;;;;27;13.705;;
;;;;;;30;13.672;;
;;;;;;31;13.697;;
;;;;;Jun;1;13.725;;
;;;;;;2;13.766;;
;;;;;;3;13.710;;
;;;;;;6;13.753;;
;;;;;;7;13.790;;
;;;;;;8;13.751;;
;;;;;;9;13.758;;
;;;;;;10;13.810;;
;;;;;;13;13.907;;
;;;;;;14;13.927;;
;;;;;;15;13.919;;
;;;;;;16;13.878;;
;;;;;;17;13.859;;
;;;;;;20;13.859;;
;;;;;;21;13.855;;
;;;;;;22;13.878;;
;;;;;;23;13.884;;
;;;;;;24;13.887;;
;;;;;;27;13.858;;
;;;;;;28;13.855;;
;;;;;;29;13.876;;
;;;;;;30;13.918;;
;;;;;Jul;1;13.929;;
;;;;;;4;13.973;;
;;;;;;5;13.964;;
;;;;;;6;14.040;;
;;;;;;7;14.015;;
;;;;;;8;14.017;;
;;;;;;12;14.068;;
;;;;;;13;14.062;;
;;;;;;14;13.956;;
;;;;;;15;14.038;;
;;;;;;18;13.974;;
;;;;;;19;13.971;;
;;;;;;20;13.913;;
;;;;;;21;13.924;;
;;;;;;22;13.912;;
;;;;;;25;13.880;;
;;;;;;26;13.861;;
;;;;;;27;13.891;;
;;;;;;28;13.819;;
;;;;;;29;13.785;;
;;;;;Aug;1;13.803;;
;;;;;;2;13.769;;
;;;;;;3;13.810;;
;;;;;;4;13.809;;
;;;;;;5;13.758;;
;;;;;;8;13.819;;
;;;;;;10;13.783;;
;;;;;;11;13.716;;
;;;;;;12;13.695;;
;;;;;;15;13.724;;
;;;;;;16;13.781;;
;;;;;;17;13.795;;
;;;;;;18;13.836;;
;;;;;;19;13.869;;
;;;;;;22;13.927;;
;;;;;;23;13.971;;
;;;;;;24;13.955;;
;;;;;;25;13.916;;
;;;;;;26;13.904;;
;;;;;;29;13.990;;
;;;;;;30;13.968;;
;;;;;;31;13.950;;
;;;;;Sep;1;14.011;;
;;;;;;2;14.018;;
;;;;;;5;14.046;;
;;;;;;6;14.034;;
;;;;;;7;14.103;;
;;;;;;8;14.057;;
;;;;;;9;13.992;;
;;;;;;12;13.990;;
;;;;;;13;13.963;;
;;;;;;14;14.060;;
;;;;;;15;14.061;;
;;;;;;16;14.088;;
;;;;;;19;14.073;;
;;;;;;20;14.066;;
;;;;;;21;14.116;;
;;;;;;22;14.207;;
;;;;;;23;14.202;;
;;;;;;26;14.356;;
;;;;;;27;14.354;;
;;;;;;28;14.471;;
;;;;;;29;14.387;;
;;;;;;30;14.340;;
;;;;;Oct;3;14.359;;
;;;;;;4;14.293;;
;;;;;;5;14.240;;
;;;;;;6;14.220;;
;;;;;;7;14.291;;
;;;;;;10;14.339;;
;;;;;;11;14.404;;
;;;;;;12;14.397;;
;;;;;;13;14.336;;
;;;;;;14;14.220;;
;;;;;;17;14.269;;
;;;;;;18;14.186;;
;;;;;;19;14.208;;
;;;;;;20;14.272;;
;;;;;;21;14.266;;
;;;;;;25;14.214;;
;;;;;;26;14.156;;
;;;;;;27;14.061;;
;;;;;;28;14.057;;
;;;;;;31;14.112;;
;;;;;Nov;1;14.137;;
;;;;;;2;14.121;;
;;;;;;3;14.163;;
;;;;;;4;14.172;;
;;;;;;7;14.078;;
;;;;;;8;14.021;;
;;;;;;9;13.988;;
;;;;;;10;14.021;;
;;;;;;11;13.839;;
;;;;;;14;13.718;;
;;;;;;15;13.729;;
;;;;;;16;13.737;;
;;;;;;17;13.729;;
;;;;;;18;13.724;;
;;;;;;21;13.774;;
;;;;;;22;13.804;;
;;;;;;23;13.800;;
;;;;;;24;13.717;;
;;;;;;25;13.720;;
;;;;;;28;13.772;;
;;;;;;29;13.742;;
;;;;;;30;13.722;;
;;;;;Dec;1;13.571;;
;;;;;;2;13.523;;
;;;;;;5;13.448;;
;;;;;;6;13.561;;
;;;;;;7;13.584;;
;;;;;;8;13.571;;
;;;;;;9;13.505;;
;;;;;;12;13.552;;
;;;;;;13;13.552;;
;;;;;;14;13.483;;
;;;;;;15;13.487;;
;;;;;;16;13.564;;
;;;;;;19;13.569;;
;;;;;;20;13.564;;
;;;;;;21;13.526;;
;;;;;;22;13.475;;
;;;;;;23;13.522;;
;;;;;;27;13.459;;
;;;;;;28;13.470;;
;;;;;;29;13.483;;
;;;;;;30;13.446;;
;;;;;;;;;
;;;;* Yearly; monthly and weekly figures are end period values,;;;;
;;;;* Daily figures are values as of noon,;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;End of Period;;;S$ Per Unit of US Dollar;;
;;;;2023;Jan;3;13.373;;
;;;;;;4;13.417;;
;;;;;;5;13.423;;
;;;;;;6;13.435;;
;;;;;;9;13.310;;
;;;;;;10;13.312;;
;;;;;;11;13.315;;
;;;;;;12;13.304;;
;;;;;;13;13.230;;
;;;;;;16;13.164;;
;;;;;;17;13.220;;
;;;;;;18;13.243;;
;;;;;;19;13.221;;
;;;;;;20;13.228;;
;;;;;;25;13.179;;
;;;;;;26;13.120;;
;;;;;;27;13.137;;
;;;;;;30;13.138;;
;;;;;;31;13.142;;
;;;;;Feb;1;13.143;;
;;;;;;2;13.043;;
;;;;;;3;13.113;;
;;;;;;6;13.241;;
;;;;;;7;13.270;;
;;;;;;8;13.245;;
;;;;;;9;13.259;;
;;;;;;10;13.283;;
;;;;;;13;13.327;;
;;;;;;14;13.276;;
;;;;;;15;13.324;;
;;;;;;16;13.341;;
;;;;;;17;13.394;;
;;;;;;20;13.365;;
;;;;;;21;13.376;;
;;;;;;22;13.393;;
;;;;;;23;13.383;;
;;;;;;24;13.430;;
;;;;;;27;13.507;;
;;;;;;28;13.480;;
;;;;;Mar;1;13.466;;
;;;;;;2;13.448;;
;;;;;;3;13.475;;
;;;;;;6;13.440;;
;;;;;;7;13.447;;
;;;;;;8;13.561;;
;;;;;;9;13.538;;
;;;;;;10;13.558;;
;;;;;;13;13.442;;
;;;;;;14;13.480;;
;;;;;;15;13.420;;
;;;;;;16;13.508;;
;;;;;;17;13.421;;
;;;;;;20;13.419;;
;;;;;;21;13.388;;
;;;;;;22;13.368;;
;;;;;;23;13.250;;
;;;;;;24;13.280;;
;;;;;;27;13.328;;
;;;;;;28;13.284;;
;;;;;;29;13.289;;
;;;;;;30;13.303;;
;;;;;;31;13.270;;
;;;;;Apr;3;13.345;;
;;;;;;4;13.276;;
;;;;;;5;13.260;;
;;;;;;6;13.298;;
;;;;;;10;13.300;;
;;;;;;11;13.315;;
;;;;;;12;13.320;;
;;;;;;13;13.268;;
;;;;;;14;13.241;;
;;;;;;17;13.321;;
;;;;;;18;13.343;;
;;;;;;19;13.335;;
;;;;;;20;13.343;;
;;;;;;21;13.332;;
;;;;;;24;13.359;;
;;;;;;25;13.341;;
;;;;;;26;13.378;;
;;;;;;27;13.355;;
;;;;;;28;13.340;;
;;;;;May;2;13.363;;
;;;;;;3;13.335;;
;;;;;;4;13.277;;
;;;;;;5;13.249;;
;;;;;;8;13.254;;
;;;;;;9;13.247;;
;;;;;;10;13.265;;
;;;;;;11;13.257;;
;;;;;;12;13.316;;
;;;;;;15;13.388;;
;;;;;;16;13.359;;
;;;;;;17;13.410;;
;;;;;;18;13.422;;
;;;;;;19;13.486;;
;;;;;;22;13.444;;
;;;;;;23;13.456;;
;;;;;;24;13.466;;
;;;;;;25;13.524;;
;;;;;;26;13.528;;
;;;;;;29;13.529;;
;;;;;;30;13.542;;
;;;;;;31;13.539;;
;;;;;Jun;1;13.516;;
;;;;;;5;13.505;;
;;;;;;6;13.493;;
;;;;;;7;13.479;;
;;;;;;8;13.483;;
;;;;;;9;13.435;;
;;;;;;12;13.439;;
;;;;;;13;13.415;;
;;;;;;14;13.420;;
;;;;;;15;13.442;;
;;;;;;16;13.376;;
;;;;;;19;13.395;;
;;;;;;20;13.419;;
;;;;;;21;13.438;;
;;;;;;22;13.406;;
;;;;;;23;13.483;;
;;;;;;26;13.515;;
;;;;;;27;13.497;;
;;;;;;28;13.507;;
;;;;;;30;13.557;;
;;;;;Jul;3;13.508;;
;;;;;;4;13.505;;
;;;;;;5;13.509;;
;;;;;;6;13.536;;
;;;;;;7;13.535;;
;;;;;;10;13.490;;
;;;;;;11;13.425;;
;;;;;;12;13.379;;
;;;;;;13;13.290;;
;;;;;;14;13.176;;
;;;;;;17;13.227;;
;;;;;;18;13.211;;
;;;;;;19;13.246;;
;;;;;;20;13.222;;
;;;;;;21;13.268;;
;;;;;;24;13.307;;
;;;;;;25;13.295;;
;;;;;;26;13.283;;
;;;;;;27;13.228;;
;;;;;;28;13.319;;
;;;;;;31;13.318;;
;;;;;Aug;1;13.315;;
;;;;;;2;13.366;;
;;;;;;3;13.426;;
;;;;;;4;13.408;;
;;;;;;7;13.403;;
;;;;;;8;13.442;;
;;;;;;10;13.472;;
;;;;;;11;13.493;;
;;;;;;14;13.547;;
;;;;;;15;13.562;;
;;;;;;16;13.591;;
;;;;;;17;13.620;;
;;;;;;18;13.567;;
;;;;;;21;13.579;;
;;;;;;22;13.555;;
;;;;;;23;13.564;;
;;;;;;24;13.519;;
;;;;;;25;13.574;;
;;;;;;28;13.558;;
;;;;;;29;13.533;;
;;;;;;30;13.522;;
;;;;;;31;13.503;;
;;;;;Sep;4;13.535;;
;;;;;;5;13.574;;
;;;;;;6;13.616;;
;;;;;;7;13.640;;
;;;;;;8;13.637;;
;;;;;;11;13.625;;
;;;;;;12;13.606;;
;;;;;;13;13.619;;
;;;;;;14;13.595;;
;;;;;;15;13.621;;
;;;;;;18;13.639;;
;;;;;;19;13.644;;
;;;;;;20;13.654;;
;;;;;;21;13.674;;
;;;;;;22;13.666;;
;;;;;;25;13.661;;
;;;;;;26;13.681;;
;;;;;;27;13.708;;
;;;;;;28;13.717;;
;;;;;;29;13.648;;
;;;;;Oct;2;13.687;;
;;;;;;3;13.743;;
;;;;;;4;13.751;;
;;;;;;5;13.691;;
;;;;;;6;13.673;;
;;;;;;9;13.683;;
;;;;;;10;13.657;;
;;;;;;11;13.632;;
;;;;;;12;13.625;;
;;;;;;13;13.692;;
;;;;;;16;13.696;;
;;;;;;17;13.686;;
;;;;;;18;13.680;;
;;;;;;19;13.738;;
;;;;;;20;13.728;;
;;;;;;23;13.732;;
;;;;;;24;13.653;;
;;;;;;25;13.673;;
;;;;;;26;13.727;;
;;;;;;27;13.694;;
;;;;;;30;13.685;;
;;;;;;31;13.669;;
;;;;;Nov;1;13.699;;
;;;;;;2;13.648;;
;;;;;;3;13.626;;
;;;;;;6;13.517;;
;;;;;;7;13.529;;
;;;;;;8;13.547;;
;;;;;;9;13.558;;
;;;;;;10;13.604;;
;;;;;;14;13.612;;
;;;;;;15;13.471;;
;;;;;;16;13.517;;
;;;;;;17;13.482;;
;;;;;;20;13.402;;
;;;;;;21;13.352;;
;;;;;;22;13.383;;
;;;;;;23;13.409;;
;;;;;;24;13.417;;
;;;;;;27;13.389;;
;;;;;;28;13.353;;
;;;;;;29;13.304;;
;;;;;;30;13.316;;
;;;;;Dec;1;13.379;;
;;;;;;4;13.353;;
;;;;;;5;13.388;;
;;;;;;6;13.402;;
;;;;;;7;13.427;;
;;;;;;8;13.365;;
;;;;;;11;13.430;;
;;;;;;12;13.428;;
;;;;;;13;13.440;;
;;;;;;14;13.296;;
;;;;;;15;13.277;;
;;;;;;18;13.324;;
;;;;;;19;13.320;;
;;;;;;20;13.281;;
;;;;;;21;13.295;;
;;;;;;22;13.269;;
;;;;;;26;13.221;;
;;;;;;27;13.234;;
;;;;;;28;13.177;;
;;;;;;29;13.186;;
;;;;;;;;;
;;;;* Yearly; monthly and weekly figures are end period values,;;;;
;;;;* Daily figures are values as of noon,;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;End of Period;;;S$ Per Unit of US Dollar;;
;;;;2024;Jan;2;13.227;;
;;;;;;3;13.264;;
;;;;;;4;13.291;;
;;;;;;5;13.307;;
;;;;;;8;13.312;;
;;;;;;9;13.283;;
;;;;;;10;13.317;;
;;;;;;11;13.296;;
;;;;;;12;13.304;;
;;;;;;15;13.315;;
;;;;;;16;13.372;;
;;;;;;17;13.441;;
;;;;;;18;13.438;;
;;;;;;19;13.421;;
;;;;;;22;13.405;;
;;;;;;23;13.404;;
;;;;;;24;13.408;;
;;;;;;25;13.402;;
;;;;;;26;13.397;;
;;;;;;29;13.411;;
;;;;;;30;13.393;;
;;;;;;31;13.409;;
;;;;;Feb;1;13.395;;
;;;;;;2;13.358;;
;;;;;;5;13.444;;
;;;;;;6;13.465;;
;;;;;;7;13.433;;
;;;;;;8;13.438;;
;;;;;;9;13.469;;
;;;;;;13;13.460;;
;;;;;;14;13.504;;
;;;;;;15;13.481;;
;;;;;;16;13.471;;
;;;;;;19;13.449;;
;;;;;;20;13.464;;
;;;;;;21;13.430;;
;;;;;;22;13.436;;
;;;;;;23;13.428;;
;;;;;;26;13.448;;
;;;;;;27;13.441;;
;;;;;;28;13.454;;
;;;;;;29;13.446;;
;;;;;Mar;1;13.454;;
;;;;;;4;13.442;;
;;;;;;5;13.436;;
;;;;;;6;13.426;;
;;;;;;7;13.372;;
;;;;;;8;13.328;;
;;;;;;11;13.309;;
;;;;;;12;13.308;;
;;;;;;13;13.322;;
;;;;;;14;13.330;;
;;;;;;15;13.374;;
;;;;;;18;13.383;;
;;;;;;19;13.401;;
;;;;;;20;13.425;;
;;;;;;21;13.371;;
;;;;;;22;13.472;;
;;;;;;25;13.470;;
;;;;;;26;13.452;;
;;;;;;27;13.475;;
;;;;;;28;13.476;;
;;;;;Apr;1;13.486;;
;;;;;;2;13.529;;
;;;;;;3;13.510;;
;;;;;;4;13.480;;
;;;;;;5;13.496;;
;;;;;;8;13.491;;
;;;;;;9;13.478;;
;;;;;;11;13.531;;
;;;;;;12;13.554;;
;;;;;;15;13.604;;
;;;;;;16;13.668;;
;;;;;;17;13.641;;
;;;;;;18;13.587;;
;;;;;;19;13.634;;
;;;;;;22;13.613;;
;;;;;;23;13.613;;
;;;;;;24;13.596;;
;;;;;;25;13.609;;
;;;;;;26;13.605;;
;;;;;;29;13.628;;
;;;;;;30;13.612;;
;;;;;May;2;13.600;;
;;;;;;3;13.529;;
;;;;;;6;13.520;;
;;;;;;7;13.521;;
;;;;;;8;13.563;;
;;;;;;9;13.549;;
;;;;;;10;13.536;;
;;;;;;;;;
;;;;* Yearly; monthly and weekly figures are end period values,;;;;
;;;;* Daily figures are values as of noon,;;;;;
