Date;Group;Series;Tasa_suecia;tasa_eeuu;riesgo_suecia
1/02/2011;Riksbank key interest rates;Policy rate;1,25;0,18;1,07
2/02/2011;Riksbank key interest rates;Policy rate;1,25;0,18;1,07
3/02/2011;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
4/02/2011;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
5/02/2011;Riksbank key interest rates;Policy rate;N/A;0,17;.
6/02/2011;Riksbank key interest rates;Policy rate;N/A;0,17;.
7/02/2011;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
8/02/2011;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
9/02/2011;Riksbank key interest rates;Policy rate;1,25;0,15;1,10
10/02/2011;Riksbank key interest rates;Policy rate;1,25;0,15;1,10
11/02/2011;Riksbank key interest rates;Policy rate;1,25;0,15;1,10
12/02/2011;Riksbank key interest rates;Policy rate;N/A;0,15;.
13/02/2011;Riksbank key interest rates;Policy rate;N/A;0,15;.
14/02/2011;Riksbank key interest rates;Policy rate;1,25;0,15;1,10
15/02/2011;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
16/02/2011;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
17/02/2011;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
18/02/2011;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
19/02/2011;Riksbank key interest rates;Policy rate;N/A;0,15;.
20/02/2011;Riksbank key interest rates;Policy rate;N/A;0,15;.
21/02/2011;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
22/02/2011;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
23/02/2011;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
24/02/2011;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
25/02/2011;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
26/02/2011;Riksbank key interest rates;Policy rate;N/A;0,15;.
27/02/2011;Riksbank key interest rates;Policy rate;N/A;0,15;.
28/02/2011;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
1/03/2011;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
2/03/2011;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
3/03/2011;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
4/03/2011;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
5/03/2011;Riksbank key interest rates;Policy rate;N/A;0,15;.
6/03/2011;Riksbank key interest rates;Policy rate;N/A;0,15;.
7/03/2011;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
8/03/2011;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
9/03/2011;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
10/03/2011;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
11/03/2011;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
12/03/2011;Riksbank key interest rates;Policy rate;N/A;0,13;.
13/03/2011;Riksbank key interest rates;Policy rate;N/A;0,13;.
14/03/2011;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
15/03/2011;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
16/03/2011;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
17/03/2011;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
18/03/2011;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
19/03/2011;Riksbank key interest rates;Policy rate;N/A;0,15;.
20/03/2011;Riksbank key interest rates;Policy rate;N/A;0,15;.
21/03/2011;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
22/03/2011;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
23/03/2011;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
24/03/2011;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
25/03/2011;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
26/03/2011;Riksbank key interest rates;Policy rate;N/A;0,13;.
27/03/2011;Riksbank key interest rates;Policy rate;N/A;0,13;.
28/03/2011;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
29/03/2011;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
30/03/2011;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
31/03/2011;Riksbank key interest rates;Policy rate;1,5;0,10;1,40
1/04/2011;Riksbank key interest rates;Policy rate;1,5;0,11;1,39
2/04/2011;Riksbank key interest rates;Policy rate;N/A;0,11;.
3/04/2011;Riksbank key interest rates;Policy rate;N/A;0,11;.
4/04/2011;Riksbank key interest rates;Policy rate;1,5;0,09;1,41
5/04/2011;Riksbank key interest rates;Policy rate;1,5;0,09;1,41
6/04/2011;Riksbank key interest rates;Policy rate;1,5;0,10;1,40
7/04/2011;Riksbank key interest rates;Policy rate;1,5;0,10;1,40
8/04/2011;Riksbank key interest rates;Policy rate;1,5;0,09;1,41
9/04/2011;Riksbank key interest rates;Policy rate;N/A;0,09;.
10/04/2011;Riksbank key interest rates;Policy rate;N/A;0,09;.
11/04/2011;Riksbank key interest rates;Policy rate;1,5;0,09;1,41
12/04/2011;Riksbank key interest rates;Policy rate;1,5;0,08;1,42
13/04/2011;Riksbank key interest rates;Policy rate;1,5;0,08;1,42
14/04/2011;Riksbank key interest rates;Policy rate;1,5;0,09;1,41
15/04/2011;Riksbank key interest rates;Policy rate;1,5;0,12;1,38
16/04/2011;Riksbank key interest rates;Policy rate;N/A;0,12;.
17/04/2011;Riksbank key interest rates;Policy rate;N/A;0,12;.
18/04/2011;Riksbank key interest rates;Policy rate;1,5;0,10;1,40
19/04/2011;Riksbank key interest rates;Policy rate;1,5;0,11;1,39
20/04/2011;Riksbank key interest rates;Policy rate;1,5;0,10;1,40
21/04/2011;Riksbank key interest rates;Policy rate;1,5;0,10;1,40
22/04/2011;Riksbank key interest rates;Policy rate;N/A;0,10;.
23/04/2011;Riksbank key interest rates;Policy rate;N/A;0,10;.
24/04/2011;Riksbank key interest rates;Policy rate;N/A;0,10;.
25/04/2011;Riksbank key interest rates;Policy rate;N/A;0,10;.
26/04/2011;Riksbank key interest rates;Policy rate;1,5;0,09;1,41
27/04/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
28/04/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
29/04/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
30/04/2011;Riksbank key interest rates;Policy rate;N/A;0,09;.
1/05/2011;Riksbank key interest rates;Policy rate;N/A;0,09;.
2/05/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
3/05/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
4/05/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
5/05/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
6/05/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
7/05/2011;Riksbank key interest rates;Policy rate;N/A;0,09;.
8/05/2011;Riksbank key interest rates;Policy rate;N/A;0,09;.
9/05/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
10/05/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
11/05/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
12/05/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
13/05/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
14/05/2011;Riksbank key interest rates;Policy rate;N/A;0,09;.
15/05/2011;Riksbank key interest rates;Policy rate;N/A;0,09;.
16/05/2011;Riksbank key interest rates;Policy rate;1,75;0,10;1,65
17/05/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
18/05/2011;Riksbank key interest rates;Policy rate;1,75;0,10;1,65
19/05/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
20/05/2011;Riksbank key interest rates;Policy rate;1,75;0,10;1,65
21/05/2011;Riksbank key interest rates;Policy rate;N/A;0,10;.
22/05/2011;Riksbank key interest rates;Policy rate;N/A;0,10;.
23/05/2011;Riksbank key interest rates;Policy rate;1,75;0,10;1,65
24/05/2011;Riksbank key interest rates;Policy rate;1,75;0,10;1,65
25/05/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
26/05/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
27/05/2011;Riksbank key interest rates;Policy rate;1,75;0,10;1,65
28/05/2011;Riksbank key interest rates;Policy rate;N/A;0,10;.
29/05/2011;Riksbank key interest rates;Policy rate;N/A;0,10;.
30/05/2011;Riksbank key interest rates;Policy rate;1,75;0,10;1,65
31/05/2011;Riksbank key interest rates;Policy rate;1,75;0,10;1,65
1/06/2011;Riksbank key interest rates;Policy rate;1,75;0,10;1,65
2/06/2011;Riksbank key interest rates;Policy rate;N/A;0,10;.
3/06/2011;Riksbank key interest rates;Policy rate;1,75;0,11;1,64
4/06/2011;Riksbank key interest rates;Policy rate;N/A;0,11;.
5/06/2011;Riksbank key interest rates;Policy rate;N/A;0,11;.
6/06/2011;Riksbank key interest rates;Policy rate;N/A;0,10;.
7/06/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
8/06/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
9/06/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
10/06/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
11/06/2011;Riksbank key interest rates;Policy rate;N/A;0,09;.
12/06/2011;Riksbank key interest rates;Policy rate;N/A;0,09;.
13/06/2011;Riksbank key interest rates;Policy rate;1,75;0,10;1,65
14/06/2011;Riksbank key interest rates;Policy rate;1,75;0,10;1,65
15/06/2011;Riksbank key interest rates;Policy rate;1,75;0,10;1,65
16/06/2011;Riksbank key interest rates;Policy rate;1,75;0,10;1,65
17/06/2011;Riksbank key interest rates;Policy rate;1,75;0,10;1,65
18/06/2011;Riksbank key interest rates;Policy rate;N/A;0,10;.
19/06/2011;Riksbank key interest rates;Policy rate;N/A;0,10;.
20/06/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
21/06/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
22/06/2011;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
23/06/2011;Riksbank key interest rates;Policy rate;1,75;0,08;1,67
24/06/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
25/06/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
26/06/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
27/06/2011;Riksbank key interest rates;Policy rate;1,75;0,08;1,67
28/06/2011;Riksbank key interest rates;Policy rate;1,75;0,08;1,67
29/06/2011;Riksbank key interest rates;Policy rate;1,75;0,07;1,68
30/06/2011;Riksbank key interest rates;Policy rate;1,75;0,07;1,68
1/07/2011;Riksbank key interest rates;Policy rate;1,75;0,08;1,67
2/07/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
3/07/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
4/07/2011;Riksbank key interest rates;Policy rate;1,75;0,08;1,67
5/07/2011;Riksbank key interest rates;Policy rate;1,75;0,08;1,67
6/07/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
7/07/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
8/07/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
9/07/2011;Riksbank key interest rates;Policy rate;N/A;0,07;.
10/07/2011;Riksbank key interest rates;Policy rate;N/A;0,07;.
11/07/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
12/07/2011;Riksbank key interest rates;Policy rate;2;0,06;1,94
13/07/2011;Riksbank key interest rates;Policy rate;2;0,06;1,94
14/07/2011;Riksbank key interest rates;Policy rate;2;0,06;1,94
15/07/2011;Riksbank key interest rates;Policy rate;2;0,06;1,94
16/07/2011;Riksbank key interest rates;Policy rate;N/A;0,06;.
17/07/2011;Riksbank key interest rates;Policy rate;N/A;0,06;.
18/07/2011;Riksbank key interest rates;Policy rate;2;0,06;1,94
19/07/2011;Riksbank key interest rates;Policy rate;2;0,06;1,94
20/07/2011;Riksbank key interest rates;Policy rate;2;0,06;1,94
21/07/2011;Riksbank key interest rates;Policy rate;2;0,06;1,94
22/07/2011;Riksbank key interest rates;Policy rate;2;0,06;1,94
23/07/2011;Riksbank key interest rates;Policy rate;N/A;0,06;.
24/07/2011;Riksbank key interest rates;Policy rate;N/A;0,06;.
25/07/2011;Riksbank key interest rates;Policy rate;2;0,06;1,94
26/07/2011;Riksbank key interest rates;Policy rate;2;0,06;1,94
27/07/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
28/07/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
29/07/2011;Riksbank key interest rates;Policy rate;2;0,11;1,89
30/07/2011;Riksbank key interest rates;Policy rate;N/A;0,11;.
31/07/2011;Riksbank key interest rates;Policy rate;N/A;0,11;.
1/08/2011;Riksbank key interest rates;Policy rate;2;0,17;1,83
2/08/2011;Riksbank key interest rates;Policy rate;2;0,16;1,84
3/08/2011;Riksbank key interest rates;Policy rate;2;0,12;1,88
4/08/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
5/08/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
6/08/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
7/08/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
8/08/2011;Riksbank key interest rates;Policy rate;2;0,11;1,89
9/08/2011;Riksbank key interest rates;Policy rate;2;0,10;1,90
10/08/2011;Riksbank key interest rates;Policy rate;2;0,10;1,90
11/08/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
12/08/2011;Riksbank key interest rates;Policy rate;2;0,10;1,90
13/08/2011;Riksbank key interest rates;Policy rate;N/A;0,10;.
14/08/2011;Riksbank key interest rates;Policy rate;N/A;0,10;.
15/08/2011;Riksbank key interest rates;Policy rate;2;0,10;1,90
16/08/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
17/08/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
18/08/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
19/08/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
20/08/2011;Riksbank key interest rates;Policy rate;N/A;0,09;.
21/08/2011;Riksbank key interest rates;Policy rate;N/A;0,09;.
22/08/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
23/08/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
24/08/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
25/08/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
26/08/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
27/08/2011;Riksbank key interest rates;Policy rate;N/A;0,09;.
28/08/2011;Riksbank key interest rates;Policy rate;N/A;0,09;.
29/08/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
30/08/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
31/08/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
1/09/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
2/09/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
3/09/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
4/09/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
5/09/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
6/09/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
7/09/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
8/09/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
9/09/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
10/09/2011;Riksbank key interest rates;Policy rate;N/A;0,09;.
11/09/2011;Riksbank key interest rates;Policy rate;N/A;0,09;.
12/09/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
13/09/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
14/09/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
15/09/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
16/09/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
17/09/2011;Riksbank key interest rates;Policy rate;N/A;0,09;.
18/09/2011;Riksbank key interest rates;Policy rate;N/A;0,09;.
19/09/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
20/09/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
21/09/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
22/09/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
23/09/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
24/09/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
25/09/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
26/09/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
27/09/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
28/09/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
29/09/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
30/09/2011;Riksbank key interest rates;Policy rate;2;0,06;1,94
1/10/2011;Riksbank key interest rates;Policy rate;N/A;0,06;.
2/10/2011;Riksbank key interest rates;Policy rate;N/A;0,06;.
3/10/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
4/10/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
5/10/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
6/10/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
7/10/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
8/10/2011;Riksbank key interest rates;Policy rate;N/A;0,07;.
9/10/2011;Riksbank key interest rates;Policy rate;N/A;0,07;.
10/10/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
11/10/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
12/10/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
13/10/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
14/10/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
15/10/2011;Riksbank key interest rates;Policy rate;N/A;0,07;.
16/10/2011;Riksbank key interest rates;Policy rate;N/A;0,07;.
17/10/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
18/10/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
19/10/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
20/10/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
21/10/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
22/10/2011;Riksbank key interest rates;Policy rate;N/A;0,07;.
23/10/2011;Riksbank key interest rates;Policy rate;N/A;0,07;.
24/10/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
25/10/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
26/10/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
27/10/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
28/10/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
29/10/2011;Riksbank key interest rates;Policy rate;N/A;0,07;.
30/10/2011;Riksbank key interest rates;Policy rate;N/A;0,07;.
31/10/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
1/11/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
2/11/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
3/11/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
4/11/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
5/11/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
6/11/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
7/11/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
8/11/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
9/11/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
10/11/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
11/11/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
12/11/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
13/11/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
14/11/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
15/11/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
16/11/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
17/11/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
18/11/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
19/11/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
20/11/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
21/11/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
22/11/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
23/11/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
24/11/2011;Riksbank key interest rates;Policy rate;2;0,09;1,91
25/11/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
26/11/2011;Riksbank key interest rates;Policy rate;N/A;0,07;.
