Date;Group;Series;Value;Group;Series;Value
6/06/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,7575
7/06/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,7175
8/06/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
9/06/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
10/06/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,7775
11/06/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,71
12/06/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,6775
13/06/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,6925
14/06/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,7025
15/06/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
16/06/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
17/06/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,635
18/06/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,5875
19/06/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,52
20/06/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,475
21/06/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
22/06/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
23/06/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
24/06/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,3275
25/06/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,3
26/06/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,185
27/06/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,235
28/06/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,1625
29/06/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
30/06/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
1/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,1275
2/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,2475
3/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,2575
4/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,33
5/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,3775
6/07/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
7/07/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
8/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,2825
9/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,2825
10/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,31
11/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,4525
12/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,3675
13/07/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
14/07/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
15/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,2575
16/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,2125
17/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,255
18/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,2075
19/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,225
20/07/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
21/07/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
22/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,3525
23/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,5525
24/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,6075
25/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,455
26/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,415
27/07/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
28/07/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
29/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,405
30/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,4125
31/07/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,4275
1/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,5425
2/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,6
3/08/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
4/08/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
5/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,62
6/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,73
7/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,6
8/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,575
9/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,5725
10/08/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
11/08/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
12/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,54
13/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,4525
14/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,3975
15/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,455
16/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,445
17/08/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
18/08/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
19/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,36
20/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,3925
21/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,3475
22/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,3575
23/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,5
24/08/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
25/08/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
26/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,4425
27/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,3675
28/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,325
29/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,29
30/08/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,2975
31/08/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
1/09/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
2/09/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,4075
3/09/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,41
4/09/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,4
5/09/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,3175
6/09/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,34
7/09/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
8/09/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
9/09/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,3625
10/09/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,38
11/09/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,4025
12/09/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,38
13/09/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,425
14/09/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
15/09/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
16/09/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,44
17/09/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,405
18/09/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,395
19/09/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,275
20/09/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,23
21/09/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
22/09/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
23/09/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,2125
24/09/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,2925
25/09/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,2975
26/09/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,3275
27/09/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,375
28/09/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
29/09/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
30/09/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,2825
1/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,25
2/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,2025
3/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,2075
4/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,195
5/10/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
6/10/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
7/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,2925
8/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,2625
9/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,3525
10/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,295
11/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,255
12/10/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
13/10/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
14/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,225
15/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,21
16/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,225
17/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,3025
18/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,3925
19/10/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
20/10/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
21/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,31
22/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,35
23/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,3575
24/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,365
25/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,35
26/10/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
27/10/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
28/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,3325
29/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,25
30/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,245
31/10/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,1975
1/11/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,1625
2/11/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
3/11/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
4/11/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,1425
5/11/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,12
6/11/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,1575
7/11/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,105
8/11/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,0625
9/11/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
10/11/2002;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
11/11/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;8,9825
12/11/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;8,99
13/11/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;8,9875
14/11/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,0225
15/11/2002;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;9,04
