Date;Group;Series;Value;Group;Series;Value
31/05/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;9,8005
1/06/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;9,7826
2/06/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;9,8083
3/06/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;9,6968
7/06/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;9,8218
8/06/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;9,8068
9/06/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;9,8291
10/06/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;9,8975
13/06/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;10,0676
14/06/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;10,1332
15/06/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;10,136
16/06/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;10,2683
17/06/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;10,1651
20/06/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;10,1617
21/06/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;10,0772
22/06/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;10,1635
23/06/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;10,1694
27/06/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;10,0702
28/06/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;10,0509
29/06/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;10,1752
30/06/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;10,2194
1/07/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;10,2905
4/07/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;10,3121
5/07/2022;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;10,3851
6/07/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,4908
7/07/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,5345
8/07/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,5879
11/07/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,5945
12/07/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,6538
13/07/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,6076
14/07/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,5904
15/07/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,561
18/07/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,4066
19/07/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,3086
20/07/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,2008
21/07/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,2197
22/07/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,2514
25/07/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,2083
26/07/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,1991
27/07/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,2932
28/07/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,2207
29/07/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,1362
1/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,1659
2/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,1743
3/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,2208
4/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,1997
5/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,1279
8/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,1655
9/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,1517
10/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,173
11/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,0318
12/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,0943
15/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,2472
16/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,386
17/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,3712
18/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,4333
19/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,5231
22/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,6251
23/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,718
24/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,6617
25/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,5645
26/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,6006
29/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,696
30/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,6673
31/08/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,6686
1/09/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,6926
2/09/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,7463
5/09/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,8399
6/09/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,737
7/09/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,806
8/09/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,719
9/09/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,5755
12/09/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,4682
13/09/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,4609
14/09/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,6733
15/09/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,7169
16/09/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,7502
19/09/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,8168
20/09/2022;Riksbank key interest rates;Policy rate;0,75;Currencies against Swedish kronor;1 USD;10,7452
21/09/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,9761
22/09/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,075
23/09/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,1398
26/09/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,2909
27/09/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,2394
28/09/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,4328
29/09/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,3539
30/09/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,1227
3/10/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,0869
4/10/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,9065
5/10/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,886
6/10/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,9475
7/10/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,151
10/10/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,2783
11/10/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,2969
12/10/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,3421
13/10/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,3642
14/10/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,2693
17/10/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,2992
18/10/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,1111
19/10/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,126
20/10/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,2021
21/10/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,2637
24/10/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,2349
25/10/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,1495
26/10/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,9288
27/10/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,8692
28/10/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,0038
31/10/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,9919
1/11/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,926
2/11/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,9882
3/11/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,1763
4/11/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;11,1428
7/11/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,8834
8/11/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,8602
9/11/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,7401
10/11/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,8931
11/11/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,5417
14/11/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,3898
15/11/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,3678
16/11/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,4393
17/11/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,4847
18/11/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,616
21/11/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,6953
22/11/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,6838
23/11/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,6211
24/11/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,4327
25/11/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,4019
28/11/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,4171
29/11/2022;Riksbank key interest rates;Policy rate;1,75;Currencies against Swedish kronor;1 USD;10,5042
30/11/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,5592
1/12/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,4954
2/12/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,3171
5/12/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,317
6/12/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,3972
7/12/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,4198
8/12/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,3668
9/12/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,3133
12/12/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,3482
13/12/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,3017
14/12/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,2074
15/12/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,2432
16/12/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,3476
19/12/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,3546
20/12/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,4064
21/12/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,4237
22/12/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,3453
23/12/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,4751
27/12/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,4507
28/12/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,4517
29/12/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,4748
30/12/2022;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,4371
2/01/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,4588
3/01/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,5391
4/01/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,4901
5/01/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,509
9/01/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,4764
10/01/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,3746
11/01/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,4536
12/01/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,4978
13/01/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,389
16/01/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,4237
17/01/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,4281
18/01/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,3236
19/01/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,308
20/01/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,3017
23/01/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,2308
24/01/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,2043
25/01/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,2146
26/01/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,2
27/01/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,2988
30/01/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,3134
31/01/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,4153
1/02/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,4307
2/02/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,3078
3/02/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,3979
6/02/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,5945
7/02/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,6244
8/02/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,5324
9/02/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,5088
10/02/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,3358
13/02/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,4623
14/02/2023;Riksbank key interest rates;Policy rate;2,5;Currencies against Swedish kronor;1 USD;10,342
15/02/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3999
16/02/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3838
17/02/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,5209
20/02/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,4187
21/02/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3467
22/02/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3402
23/02/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,4006
24/02/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,4029
27/02/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,4916
28/02/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3904
1/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,4007
2/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,4957
3/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,4811
6/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,4813
7/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,4522
8/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,7352
9/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,6946
10/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,7657
13/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,6326
14/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,6176
15/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,412
16/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,5545
17/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,4552
20/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,5265
21/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3501
22/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3499
23/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,2535
24/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3705
27/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3982
28/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3217
29/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3762
30/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,4271
31/03/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3539
3/04/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3933
4/04/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3731
5/04/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,2892
6/04/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,4129
11/04/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,4718
12/04/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,4011
13/04/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3423
14/04/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,2507
17/04/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3134
18/04/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3053
19/04/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3238
20/04/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3494
21/04/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3476
24/04/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3187
25/04/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,2514
26/04/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,2891
27/04/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,3201
28/04/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,2885
2/05/2023;Riksbank key interest rates;Policy rate;3;Currencies against Swedish kronor;1 USD;10,2855
3/05/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,2765
4/05/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,2715
5/05/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,2015
8/05/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,1522
9/05/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,1694
10/05/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,1864
11/05/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,2665
12/05/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,3088
15/05/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,3894
16/05/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,3527
17/05/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,4271
19/05/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,5537
22/05/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,5349
23/05/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,5728
24/05/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,6196
25/05/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,6988
26/05/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,7194
29/05/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,7418
30/05/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,7763
31/05/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,8339
1/06/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,7995
2/06/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,782
5/06/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,8638
7/06/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,9055
8/06/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,8784
9/06/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,8151
12/06/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,8194
13/06/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,7504
14/06/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,6854
15/06/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,7423
16/06/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,6039
19/06/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,677
20/06/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,724
21/06/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,8003
22/06/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,6871
26/06/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,7217
27/06/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,6791
28/06/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,7181
29/06/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,7578
30/06/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,8509
3/07/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,8291
4/07/2023;Riksbank key interest rates;Policy rate;3,5;Currencies against Swedish kronor;1 USD;10,8309
